vendor_id,po_id,item_name,quantity,contract_price,actual_amount,expected_amount,variance,variance_percentage,price_status,gold_load_timestamp
V0099,PO025053,Structural Safety Helmet Heavy Duty,353.0,919.66,108101.16,324639.98,-216538.81999999998,-66.7,Undercharged,2026-07-12T08:48:38.325Z
V0203,PO025378,Structural Gearbox Heavy Duty,9.0,2544.51,22758.72,22900.590000000004,-141.87000000000262,-0.62,Undercharged,2026-07-12T08:48:38.325Z
V0396,PO025409,Instrumentation Industrial Paint Heavy Duty,382.0,3656.12,1373904.17,1396637.8399999999,-22733.669999999925,-1.63,Undercharged,2026-07-12T08:48:38.325Z
V0480,PO025548,Safety Welding Rod Kit,248.0,326.64,88838.74,81006.72,7832.020000000004,9.67,Overcharged,2026-07-12T08:48:38.325Z
V0222,PO025584,Safety Lubricant Standard,109.0,474.55,51773.92,51725.950000000004,47.96999999999389,0.09,Overcharged,2026-07-12T08:48:38.325Z
V0234,PO025589,Mechanical Pressure Gauge Premium,43.0,3340.21,166946.99,143629.03,23317.959999999992,16.23,Overcharged,2026-07-12T08:48:38.325Z
V0460,PO025698,Mechanical Pressure Gauge Premium,409.0,3359.17,1360357.3,1373900.53,-13543.229999999981,-0.99,Undercharged,2026-07-12T08:48:38.325Z
V0194,PO025711,Safety Transformer Oil Premium,336.0,144.16,48994.84,48437.76,557.0799999999945,1.15,Overcharged,2026-07-12T08:48:38.325Z
V0346,PO026127,Electrical Steel Rod Kit,312.0,586.21,180507.07,182897.52000000002,-2390.4500000000116,-1.31,Undercharged,2026-07-12T08:48:38.325Z
V0006,PO026149,Instrumentation Circuit Breaker Standard,361.0,2384.26,852927.46,860717.8600000001,-7790.40000000014,-0.91,Undercharged,2026-07-12T08:48:38.325Z
V0034,PO026151,Mechanical Electric Motor Premium,491.0,901.77,450563.35,442769.07,7794.27999999997,1.76,Overcharged,2026-07-12T08:48:38.325Z
V0042,PO026155,Instrumentation Safety Helmet,277.0,1332.82,374735.37,369191.13999999996,5544.23000000004,1.5,Overcharged,2026-07-12T08:48:38.325Z
V0348,PO026186,Fluid Flow Meter Kit,475.0,259.03,125077.85,123039.24999999999,2038.6000000000204,1.66,Overcharged,2026-07-12T08:48:38.325Z
V0070,PO026189,Electrical Steel Rod Standard,424.0,1555.2,646859.82,659404.8,-12544.980000000098,-1.9,Undercharged,2026-07-12T08:48:38.325Z
V0177,PO026605,Mechanical Electric Motor Standard,351.0,2036.7,108101.16,714881.7000000001,-606780.54,-84.88,Undercharged,2026-07-12T08:48:38.325Z
V0247,PO026949,Fluid Conveyor Belt Kit,405.0,1391.11,557598.81,563399.5499999999,-5800.739999999874,-1.03,Undercharged,2026-07-12T08:48:38.325Z
V0476,PO027388,Electrical Safety Helmet Kit,479.0,1388.03,657051.79,664866.37,-7814.579999999958,-1.18,Undercharged,2026-07-12T08:48:38.325Z
V0055,PO027509,Safety Lubricant Kit,475.0,506.76,240476.64,240711.0,-234.35999999998603,-0.1,Undercharged,2026-07-12T08:48:38.325Z
V0153,PO027833,Electrical Gearbox Premium,497.0,1221.91,612335.33,607289.27,5046.0599999999395,0.83,Overcharged,2026-07-12T08:48:38.325Z
V0194,PO027940,Safety Lubricant Standard,314.0,493.96,153218.26,155103.44,-1885.179999999993,-1.22,Undercharged,2026-07-12T08:48:38.325Z
V0187,PO027956,Electrical Steel Rod,287.0,888.67,257667.75,255048.28999999998,2619.460000000021,1.03,Overcharged,2026-07-12T08:48:38.325Z
V0112,PO028003,Mechanical Flow Meter Premium,310.0,2427.75,855559.49,752602.5,102956.98999999999,13.68,Overcharged,2026-07-12T08:48:38.325Z
V0442,PO028072,Safety Control Panel Kit,475.0,250.48,118276.91,118978.0,-701.0899999999965,-0.59,Undercharged,2026-07-12T08:48:38.325Z
V0276,PO028290,Instrumentation Copper Wire Heavy Duty,386.0,754.22,288311.54,291128.92,-2817.3800000000047,-0.97,Undercharged,2026-07-12T08:48:38.325Z
V0153,PO028408,Mechanical Circuit Breaker Premium,440.0,2802.29,1243062.63,1233007.6,10055.029999999795,0.82,Overcharged,2026-07-12T08:48:38.325Z
V0454,PO028440,Safety Transformer Oil Heavy Duty,189.0,533.66,98849.44,100861.73999999999,-2012.2999999999884,-2.0,Undercharged,2026-07-12T08:48:38.325Z
V0452,PO028574,Mechanical Copper Wire Heavy Duty,236.0,3414.89,819598.94,805914.0399999999,13684.900000000023,1.7,Overcharged,2026-07-12T08:48:38.325Z
V0387,PO028753,Structural Transformer Oil Kit,265.0,2691.78,712879.78,713321.7000000001,-441.9200000000419,-0.06,Undercharged,2026-07-12T08:48:38.325Z
V0012,PO028832,Mechanical Flow Meter,402.0,4478.78,1818193.8,1800469.5599999998,17724.240000000224,0.98,Overcharged,2026-07-12T08:48:38.325Z
V0043,PO028917,Fluid Conveyor Belt,138.0,1987.58,274562.94,274286.04,276.9000000000233,0.1,Overcharged,2026-07-12T08:48:38.325Z
V0441,PO028974,Mechanical Copper Wire Heavy Duty,285.0,3910.61,1142936.21,1114523.85,28412.35999999987,2.55,Overcharged,2026-07-12T08:48:38.325Z
V0154,PO029009,Instrumentation Fasteners,154.0,2114.07,320698.85,325566.78,-4867.930000000051,-1.5,Undercharged,2026-07-12T08:48:38.325Z
V0145,PO029286,Electrical Circuit Breaker,157.0,1608.63,250783.16,252554.91,-1771.75,-0.7,Undercharged,2026-07-12T08:48:38.325Z
V0403,PO029293,Structural Transformer Oil Kit,327.0,2942.09,972569.69,962063.43,10506.259999999893,1.09,Overcharged,2026-07-12T08:48:38.325Z
V0228,PO029426,Structural Transformer Oil,342.0,608.82,212016.9,208216.44000000003,3800.4599999999627,1.83,Overcharged,2026-07-12T08:48:38.325Z
V0455,PO029687,Safety Lubricant Standard,439.0,466.23,201185.84,204674.97,-3489.1300000000047,-1.7,Undercharged,2026-07-12T08:48:38.325Z
V0380,PO029718,Instrumentation Hydraulic Pump Premium,125.0,3356.59,425178.46,419573.75,5604.710000000021,1.34,Overcharged,2026-07-12T08:48:38.325Z
V0031,PO029839,Safety Pressure Gauge Kit,121.0,385.34,46860.2,46626.14,234.05999999999767,0.5,Overcharged,2026-07-12T08:48:38.325Z
V0090,PO029922,Fluid Bearing Premium,91.0,964.92,87107.91,87807.72,-699.8099999999977,-0.8,Undercharged,2026-07-12T08:48:38.325Z
V0113,PO029986,Electrical Lubricant Heavy Duty,296.0,2617.64,776943.43,774821.44,2121.990000000107,0.27,Overcharged,2026-07-12T08:48:38.325Z
V0138,PO030039,Electrical Steel Rod,204.0,927.3,191737.59,189169.19999999998,2568.390000000014,1.36,Overcharged,2026-07-12T08:48:38.325Z
V0053,PO030282,Structural Bearing,359.0,1819.91,657042.86,653347.6900000001,3695.1699999999255,0.57,Overcharged,2026-07-12T08:48:38.325Z
V0198,PO030388,Structural Bearing,225.0,1848.17,411706.84,415838.25,-4131.409999999974,-0.99,Undercharged,2026-07-12T08:48:38.325Z
V0073,PO030546,Safety Transformer Oil Standard,225.0,133.58,29820.63,30055.500000000004,-234.87000000000262,-0.78,Undercharged,2026-07-12T08:48:38.325Z
V0157,PO030749,Electrical Bearing Heavy Duty,109.0,1686.23,183177.23,183799.07,-621.8399999999965,-0.34,Undercharged,2026-07-12T08:48:38.325Z
V0418,PO030837,Safety Lubricant Kit,118.0,502.94,59864.78,59346.92,517.8600000000006,0.87,Overcharged,2026-07-12T08:48:38.325Z
V0339,PO030918,Mechanical Circuit Breaker Premium,139.0,2804.97,385009.54,389890.82999999996,-4881.289999999979,-1.25,Undercharged,2026-07-12T08:48:38.325Z
V0059,PO030981,Safety Pressure Gauge Premium,44.0,203.89,8878.32,8971.16,-92.84000000000015,-1.03,Undercharged,2026-07-12T08:48:38.325Z
V0401,PO031057,Structural Safety Helmet Heavy Duty,126.0,975.46,121377.88,122907.96,-1530.0800000000017,-1.24,Undercharged,2026-07-12T08:48:38.325Z
V0303,PO031114,Safety Hydraulic Pump Standard,427.0,110.49,46573.96,47179.229999999996,-605.2699999999968,-1.28,Undercharged,2026-07-12T08:48:38.325Z
V0246,PO031136,Electrical Conveyor Belt,288.0,1736.23,496038.57,500034.24,-3995.6699999999837,-0.8,Undercharged,2026-07-12T08:48:38.325Z
V0057,PO031154,Mechanical Pressure Gauge Standard,224.0,2738.95,622068.23,613524.7999999999,8543.430000000051,1.39,Overcharged,2026-07-12T08:48:38.325Z
V0293,PO031231,Safety Pneumatic Cylinder Kit,113.0,212.8,24354.16,24046.4,307.7599999999984,1.28,Overcharged,2026-07-12T08:48:38.325Z
V0266,PO031287,Electrical Steel Rod Kit,366.0,583.97,217208.18,213733.02000000002,3475.1599999999744,1.63,Overcharged,2026-07-12T08:48:38.325Z
V0071,PO031465,Instrumentation Flow Meter Premium,327.0,1461.09,472662.37,477776.43,-5114.059999999998,-1.07,Undercharged,2026-07-12T08:48:38.325Z
V0418,PO031614,Mechanical Pressure Gauge Premium,191.0,3057.1,574673.57,583906.1,-9232.530000000028,-1.58,Undercharged,2026-07-12T08:48:38.325Z
V0354,PO031723,Structural Bearing Kit,37.0,1499.64,54413.7,55486.68,-1072.9800000000032,-1.93,Undercharged,2026-07-12T08:48:38.325Z
V0168,PO031728,Mechanical Flow Meter Premium,354.0,2329.17,933743.09,824526.18,109216.90999999992,13.25,Overcharged,2026-07-12T08:48:38.325Z
V0460,PO031916,Safety Transformer Oil Kit,108.0,488.04,53039.86,52708.32,331.5400000000009,0.63,Overcharged,2026-07-12T08:48:38.325Z
V0342,PO032088,Fluid Safety Helmet Standard,420.0,577.62,108101.16,242600.4,-134499.24,-55.44,Undercharged,2026-07-12T08:48:38.325Z
V0276,PO032421,Instrumentation Fasteners,388.0,2120.3,897999.39,822676.4,75322.98999999999,9.16,Overcharged,2026-07-12T08:48:38.325Z
V0085,PO032454,Structural Transformer Oil,250.0,586.75,169089.97,146687.5,22402.47,15.27,Overcharged,2026-07-12T08:48:38.325Z
V0275,PO032457,Instrumentation Transformer Oil Kit,172.0,2151.48,365053.43,370054.56,-5001.130000000005,-1.35,Undercharged,2026-07-12T08:48:38.325Z
V0056,PO032700,Structural Pressure Gauge Standard,281.0,1794.99,510683.95,504392.19,6291.760000000009,1.25,Overcharged,2026-07-12T08:48:38.325Z
V0464,PO032802,Electrical Steel Rod Kit,388.0,666.19,262171.13,258481.72000000003,3689.4099999999744,1.43,Overcharged,2026-07-12T08:48:38.325Z
V0435,PO032892,Safety Pneumatic Cylinder Kit,123.0,221.89,32643.62,27292.469999999998,5351.1500000000015,19.61,Overcharged,2026-07-12T08:48:38.325Z
V0056,PO032939,Safety Pneumatic Cylinder Kit,354.0,223.79,80315.66,79221.66,1094.0,1.38,Overcharged,2026-07-12T08:48:38.325Z
V0305,PO033467,Instrumentation Copper Wire,109.0,3680.79,388541.62,401206.11,-12664.48999999999,-3.16,Undercharged,2026-07-12T08:48:38.325Z
V0209,PO033504,Structural Bearing Kit,392.0,1595.25,630642.56,625338.0,5304.560000000056,0.85,Overcharged,2026-07-12T08:48:38.325Z
V0053,PO033638,Instrumentation Hydraulic Pump Premium,53.0,3481.89,188157.66,184540.16999999998,3617.49000000002,1.96,Overcharged,2026-07-12T08:48:38.325Z
V0180,PO033738,Structural Bearing,274.0,1671.09,454234.25,457878.66,-3644.4099999999744,-0.8,Undercharged,2026-07-12T08:48:38.325Z
V0242,PO033794,Instrumentation Circuit Breaker Standard,376.0,2313.22,879488.96,869770.72,9718.23999999999,1.12,Overcharged,2026-07-12T08:48:38.325Z
V0446,PO034126,Electrical Conveyor Belt Standard,430.0,1370.9,591369.76,589487.0,1882.7600000000093,0.32,Overcharged,2026-07-12T08:48:38.325Z
V0293,PO034434,Safety Steel Rod Standard,88.0,192.93,17192.04,16977.84,214.20000000000073,1.26,Overcharged,2026-07-12T08:48:38.325Z
V0228,PO034463,Structural Conveyor Belt Standard,28.0,1601.05,44347.94,44829.4,-481.4599999999991,-1.07,Undercharged,2026-07-12T08:48:38.325Z
V0337,PO034478,Electrical Safety Helmet Kit,156.0,1512.09,234548.17,235886.03999999998,-1337.8699999999662,-0.57,Undercharged,2026-07-12T08:48:38.325Z
V0236,PO034506,Instrumentation Transformer Oil Kit,1.0,2009.03,1982.22,2009.03,-26.809999999999945,-1.33,Undercharged,2026-07-12T08:48:38.325Z
V0353,PO034609,Structural Bearing,93.0,1848.52,168660.36,171912.36,-3252.0,-1.89,Undercharged,2026-07-12T08:48:38.325Z
V0247,PO034720,Instrumentation Bearing,337.0,3089.49,1056135.09,1041158.1299999999,14976.960000000196,1.44,Overcharged,2026-07-12T08:48:38.325Z
V0140,PO034914,Safety Hydraulic Pump Standard,432.0,108.54,47070.81,46889.280000000006,181.52999999999156,0.39,Overcharged,2026-07-12T08:48:38.325Z
V0039,PO034969,Electrical Lubricant Heavy Duty,456.0,2478.29,1113762.73,1130100.24,-16337.51000000001,-1.45,Undercharged,2026-07-12T08:48:38.325Z
V0151,PO035050,Structural Valves Standard,392.0,3267.92,1269387.53,1281024.6400000001,-11637.110000000102,-0.91,Undercharged,2026-07-12T08:48:38.325Z
V0140,PO035066,Safety Transformer Oil Premium,79.0,130.31,10106.65,10294.49,-187.84000000000015,-1.82,Undercharged,2026-07-12T08:48:38.325Z
V0440,PO035103,Structural Transformer Oil Kit,493.0,2943.46,1444486.81,1451125.78,-6638.969999999972,-0.46,Undercharged,2026-07-12T08:48:38.325Z
V0088,PO035169,Instrumentation Bearing Premium,404.0,2877.48,1179245.25,1162501.92,16743.330000000075,1.44,Overcharged,2026-07-12T08:48:38.325Z
V0330,PO035173,Safety Transformer Oil Heavy Duty,205.0,493.5,99378.13,101167.5,-1789.3699999999953,-1.77,Undercharged,2026-07-12T08:48:38.325Z
V0155,PO035223,Structural Conveyor Belt Premium,365.0,420.21,153943.48,153376.65,566.8300000000163,0.37,Overcharged,2026-07-12T08:48:38.325Z
V0071,PO035473,Safety Transformer Oil Premium,306.0,130.9,41336.54,40055.4,1281.1399999999994,3.2,Overcharged,2026-07-12T08:48:38.325Z
V0452,PO035640,Structural Copper Wire Premium,429.0,1896.33,806823.48,813525.57,-6702.089999999967,-0.82,Undercharged,2026-07-12T08:48:38.325Z
V0492,PO035724,Electrical Gearbox Premium,200.0,1143.86,225219.4,228771.99999999997,-3552.5999999999767,-1.55,Undercharged,2026-07-12T08:48:38.325Z
V0016,PO035750,Instrumentation Steel Rod,253.0,3313.79,834328.19,838388.87,-4060.680000000051,-0.48,Undercharged,2026-07-12T08:48:38.325Z
V0378,PO035880,Safety Control Panel Kit,313.0,259.81,80206.49,81320.53,-1114.0399999999936,-1.37,Undercharged,2026-07-12T08:48:38.325Z
V0198,PO036030,Structural Bearing,231.0,1848.17,418918.52,426927.27,-8008.75,-1.88,Undercharged,2026-07-12T08:48:38.325Z
V0147,PO036398,Structural Flow Meter Premium,210.0,1764.69,364789.41,370584.9,-5795.490000000049,-1.56,Undercharged,2026-07-12T08:48:38.325Z
V0467,PO036556,Safety Pressure Gauge Kit,197.0,376.94,74380.33,74257.18,123.15000000000873,0.17,Overcharged,2026-07-12T08:48:38.325Z
V0478,PO036573,Mechanical Pvc Pipe Premium,393.0,1361.78,528276.44,535179.54,-6903.100000000093,-1.29,Undercharged,2026-07-12T08:48:38.325Z
V0275,PO036616,Safety Control Panel,63.0,270.84,17902.07,17062.92,839.1500000000015,4.92,Overcharged,2026-07-12T08:48:38.325Z
V0129,PO036673,Fluid Control Panel Premium,13.0,2056.85,31999.36,26739.05,5260.310000000001,19.67,Overcharged,2026-07-12T08:48:38.325Z
V0047,PO036984,Electrical Pvc Pipe Kit,425.0,2147.57,929704.16,912717.2500000001,16986.909999999916,1.86,Overcharged,2026-07-12T08:48:38.325Z
V0169,PO036994,Electrical Steel Rod,264.0,860.41,224924.82,227148.24,-2223.4199999999837,-0.98,Undercharged,2026-07-12T08:48:38.325Z
V0314,PO037053,Electrical Bearing Heavy Duty,486.0,1786.91,992287.65,868438.26,123849.39000000001,14.26,Overcharged,2026-07-12T08:48:38.325Z
V0246,PO037125,Instrumentation Fasteners,402.0,2137.46,871042.49,859258.92,11783.569999999949,1.37,Overcharged,2026-07-12T08:48:38.325Z
V0272,PO037167,Structural Copper Wire Premium,94.0,2004.34,190684.06,188407.96,2276.100000000006,1.21,Overcharged,2026-07-12T08:48:38.325Z
V0233,PO037175,Electrical Gearbox Premium,409.0,1235.18,510205.97,505188.62000000005,5017.3499999999185,0.99,Overcharged,2026-07-12T08:48:38.325Z
V0175,PO037327,Electrical Transformer Oil Kit,369.0,1941.84,726122.33,716538.96,9583.369999999995,1.34,Overcharged,2026-07-12T08:48:38.325Z
V0459,PO037424,Structural Bearing,94.0,1694.33,169912.02,159267.02,10645.0,6.68,Overcharged,2026-07-12T08:48:38.325Z
V0170,PO037437,Structural Conveyor Belt Premium,228.0,399.26,90842.0,91031.28,-189.27999999999884,-0.21,Undercharged,2026-07-12T08:48:38.325Z
V0221,PO037533,Structural Conveyor Belt Premium,304.0,382.87,120347.83,116392.48,3955.350000000006,3.4,Overcharged,2026-07-12T08:48:38.325Z
V0470,PO037556,Fluid Bearing Premium,242.0,971.76,235088.89,235165.91999999998,-77.02999999996973,-0.03,Undercharged,2026-07-12T08:48:38.325Z
V0261,PO037761,Mechanical Pvc Pipe Premium,469.0,1424.38,728800.9,668034.2200000001,60766.679999999935,9.1,Overcharged,2026-07-12T08:48:38.325Z
V0063,PO037818,Instrumentation Copper Wire Heavy Duty,240.0,850.23,202165.25,204055.2,-1889.9500000000116,-0.93,Undercharged,2026-07-12T08:48:38.325Z
V0425,PO037820,Safety Flow Meter Kit,90.0,353.32,31164.86,31798.8,-633.9399999999987,-1.99,Undercharged,2026-07-12T08:48:38.325Z
V0475,PO037870,Fluid Bearing Premium,321.0,888.87,318149.83,285327.27,32822.56,11.5,Overcharged,2026-07-12T08:48:38.325Z
V0370,PO037894,Mechanical Electric Motor Standard,416.0,2020.37,834888.57,840473.9199999999,-5585.349999999977,-0.66,Undercharged,2026-07-12T08:48:38.325Z
V0448,PO037931,Safety Control Panel Heavy Duty,456.0,475.75,217283.55,216942.0,341.54999999998836,0.16,Overcharged,2026-07-12T08:48:38.325Z
V0243,PO038530,Safety Hydraulic Pump Heavy Duty,371.0,50.95,18866.14,18902.45,-36.31000000000131,-0.19,Undercharged,2026-07-12T08:48:38.325Z
V0192,PO038542,Instrumentation Electric Motor Premium,405.0,2540.18,1036667.81,1028772.8999999999,7894.910000000149,0.77,Overcharged,2026-07-12T08:48:38.325Z
V0070,PO038579,Mechanical Pressure Gauge Premium,412.0,3211.33,1344547.14,1323067.96,21479.179999999935,1.62,Overcharged,2026-07-12T08:48:38.325Z
V0204,PO038733,Fluid Safety Helmet Premium,267.0,128.63,33580.2,34344.21,-764.010000000002,-2.22,Undercharged,2026-07-12T08:48:38.325Z
V0223,PO038779,Instrumentation Transformer Oil Kit,362.0,1907.94,699700.77,690674.28,9026.48999999999,1.31,Overcharged,2026-07-12T08:48:38.325Z
V0056,PO038927,Structural Hydraulic Pump Premium,364.0,470.89,170743.28,171403.96,-660.679999999993,-0.39,Undercharged,2026-07-12T08:48:38.325Z
V0003,PO038938,Safety Lubricant Standard,184.0,472.34,84543.51,86910.56,-2367.050000000003,-2.72,Undercharged,2026-07-12T08:48:38.325Z
V0129,PO039043,Safety Lubricant Kit,257.0,525.55,135160.03,135066.34999999998,93.68000000002212,0.07,Overcharged,2026-07-12T08:48:38.325Z
V0122,PO039335,Instrumentation Flow Meter Heavy Duty,456.0,2848.9,1279668.54,1299098.4000000001,-19429.860000000102,-1.5,Undercharged,2026-07-12T08:48:38.325Z
V0031,PO039362,Mechanical Copper Wire Heavy Duty,144.0,3394.79,487529.48,488849.76,-1320.280000000028,-0.27,Undercharged,2026-07-12T08:48:38.325Z
V0194,PO039783,Structural Pneumatic Cylinder Premium,323.0,3405.51,1079937.5,1099979.73,-20042.22999999998,-1.82,Undercharged,2026-07-12T08:48:38.325Z
V0177,PO039807,Electrical Conveyor Belt,482.0,1859.24,883625.97,896153.68,-12527.71000000008,-1.4,Undercharged,2026-07-12T08:48:38.325Z
V0153,PO039901,Electrical Pvc Pipe Kit,375.0,2158.02,815538.77,809257.5,6281.270000000019,0.78,Overcharged,2026-07-12T08:48:38.325Z
V0132,PO040021,Safety Lubricant Standard,438.0,478.27,212903.92,209482.25999999998,3421.6600000000326,1.63,Overcharged,2026-07-12T08:48:38.325Z
V0299,PO040026,Structural Conveyor Belt Premium,164.0,436.18,79133.97,71533.52,7600.449999999997,10.63,Overcharged,2026-07-12T08:48:38.325Z
V0421,PO040133,Structural Conveyor Belt Standard,14.0,1631.89,23210.95,22846.460000000003,364.48999999999796,1.6,Overcharged,2026-07-12T08:48:38.325Z
V0468,PO040150,Electrical Bearing Heavy Duty,45.0,1840.45,83233.93,82820.25,413.679999999993,0.5,Overcharged,2026-07-12T08:48:38.325Z
V0006,PO040478,Safety Hydraulic Pump Standard,49.0,103.54,5052.73,5073.46,-20.730000000000473,-0.41,Undercharged,2026-07-12T08:48:38.325Z
V0397,PO040604,Safety Hydraulic Pump Standard,318.0,100.89,32381.32,32083.02,298.2999999999993,0.93,Overcharged,2026-07-12T08:48:38.325Z
V0366,PO040635,Safety Hydraulic Pump Standard,485.0,110.79,53443.97,53733.15,-289.1800000000003,-0.54,Undercharged,2026-07-12T08:48:38.325Z
V0190,PO040734,Mechanical Pressure Gauge Standard,245.0,2986.14,718853.39,731604.2999999999,-12750.909999999916,-1.74,Undercharged,2026-07-12T08:48:38.325Z
V0469,PO040751,Fluid Conveyor Belt Kit,251.0,1440.78,360851.14,361635.77999999997,-784.6399999999558,-0.22,Undercharged,2026-07-12T08:48:38.325Z
V0202,PO040938,Safety Pressure Gauge Kit,422.0,419.37,178042.99,176974.14,1068.8499999999767,0.6,Overcharged,2026-07-12T08:48:38.325Z
V0380,PO040990,Mechanical Circuit Breaker Heavy Duty,215.0,3784.82,801646.01,813736.3,-12090.290000000037,-1.49,Undercharged,2026-07-12T08:48:38.325Z
V0374,PO040996,Structural Pvc Pipe Heavy Duty,421.0,808.69,345768.86,340458.49000000005,5310.369999999937,1.56,Overcharged,2026-07-12T08:48:38.325Z
V0135,PO041130,Instrumentation Electric Motor Premium,298.0,2915.38,860818.52,868783.24,-7964.719999999972,-0.92,Undercharged,2026-07-12T08:48:38.325Z
V0068,PO041158,Structural Steel Rod Kit,242.0,1602.45,391638.16,387792.9,3845.259999999951,0.99,Overcharged,2026-07-12T08:48:38.325Z
V0158,PO041231,Structural Conveyor Belt Standard,367.0,1680.06,606687.94,616582.02,-9894.080000000075,-1.6,Undercharged,2026-07-12T08:48:38.325Z
V0471,PO041445,Structural Bearing Kit,75.0,1507.02,114084.14,113026.5,1057.6399999999994,0.94,Overcharged,2026-07-12T08:48:38.325Z
V0219,PO041720,Safety Pneumatic Cylinder,251.2023478892497,226.91,76620.49,57000.32475954965,19620.165240450355,34.42,Overcharged,2026-07-12T08:48:38.325Z
